Updated On,State,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered, Covaxin (Doses Administered),CoviShield (Doses Administered),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Individuals Vaccinated
27-02-2021,Sikkim,19112,343,39,17647,1465,170,17477,,,,17647
28-02-2021,Sikkim,19112,351,39,17647,1465,170,17477,,,,17647
01-03-2021,Sikkim,19112,407,39,17647,1465,170,17477,,,,17647
02-03-2021,Sikkim,20991,421,39,18890,2101,189,18701,,,,18890
03-03-2021,Sikkim,22602,720,48,20235,2367,190,20045,,,,20235
04-03-2021,Sikkim,24622,738,48,21853,2769,194,21659,,,,21853
05-03-2021,Sikkim,27446,880,77,23624,3822,201,23423,,,,23624
06-03-2021,Sikkim,29477,931,77,25221,4256,201,25020,,,,25221
07-03-2021,Sikkim,29477,963,77,25221,4256,201,25020,,,,25221
08-03-2021,Sikkim,33038,1004,83,27834,5204,208,27626,,,,27834
09-03-2021,Sikkim,30915,5210,28,24975,5940,0,30915,,,,30915
10-03-2021,Sikkim,34629,7250,39,28118,6511,0,34629,,,,34629
11-03-2021,Sikkim,38361,8520,39,31053,7308,0,38360,,,,38361
12-03-2021,Sikkim,41096,7050,34,33511,7585,0,41095,,,,41096
13-03-2021,Sikkim,41351,1150,6,33766,7585,0,41350,,,,41351
14-03-2021,Sikkim,41351,0,0,33766,7585,0,41350,,,,41351
15-03-2021,Sikkim,44207,6230,32,36344,7863,0,44206,,,,44207
16-03-2021,Sikkim,50954,4880,24,42816,8138,0,50954,,,,42816
17-03-2021,Sikkim,54631,7400,41,46124,8507,0,54631,,,,46124
18-03-2021,Sikkim,57312,7110,39,48290,9022,0,57312,,,,48290
19-03-2021,Sikkim,59889,5210,28,50370,9519,0,59889,,,,50370
20-03-2021,Sikkim,61649,3850,21,51788,9861,0,61649,,,,51788
21-03-2021,Sikkim,61716,0,0,51854,9862,0,61716,,,,51854
22-03-2021,Sikkim,64495,5200,28,53523,10972,0,64495,,,,53523
23-03-2021,Sikkim,67281,5550,31,55534,11747,0,67281,,,,55534
24-03-2021,Sikkim,69288,4800,29,57257,12031,0,69288,,,,57257
25-03-2021,Sikkim,71024,5250,29,58846,12178,0,71024,,,,58846
26-03-2021,Sikkim,72788,5250,28,60509,12279,0,72788,,,,60509
27-03-2021,Sikkim,72814,500,3,60535,12279,0,72814,,,,60535
28-03-2021,Sikkim,72815,1050,5,60536,12279,0,72815,,,,60536
29-03-2021,Sikkim,72815,950,6,60536,12279,0,72815,,,,60536
30-03-2021,Sikkim,73752,3420,21,61317,12435,0,73752,,,,61317
31-03-2021,Sikkim,74191,4600,21,61697,12494,0,74191,,,,61697
01-04-2021,Sikkim,77314,6890,36,64678,12636,0,77314,,,,64678
02-04-2021,Sikkim,78293,1200,4,65631,12662,0,78293,,,,65631
03-04-2021,Sikkim,78880,1700,9,66218,12662,0,78880,,,,66218
04-04-2021,Sikkim,79192,800,3,66530,12662,0,79192,,,,66530
05-04-2021,Sikkim,82059,6990,38,69217,12842,0,82059,,,,69217
06-04-2021,Sikkim,85747,9450,54,72723,13024,0,85747,,,,72723
07-04-2021,Sikkim,94426,10270,55,80892,13534,0,94426,,,,80892
08-04-2021,Sikkim,104473,12950,72,90081,14392,0,104473,,,,90081
09-04-2021,Sikkim,112414,11950,68,97386,15028,0,112414,,,,97386
10-04-2021,Sikkim,115201,8100,40,99963,15238,0,115201,,,,99963
11-04-2021,Sikkim,117171,5880,28,101795,15376,0,117171,,,,101795
12-04-2021,Sikkim,125831,13380,70,109886,15945,0,125831,,,,109886
13-04-2021,Sikkim,135455,12850,72,118962,16493,0,135455,,,,118962
14-04-2021,Sikkim,141777,12660,71,124532,17245,0,141777,,,,124532
15-04-2021,Sikkim,148555,13810,76,130118,18437,0,148555,,,,130118
16-04-2021,Sikkim,155241,13050,75,135490,19751,0,155241,,,,135490
17-04-2021,Sikkim,160123,9100,50,139394,20729,0,160123,,,,139394
18-04-2021,Sikkim,161058,5750,31,140119,20939,0,161058,,,,140119
19-04-2021,Sikkim,166609,12350,67,143952,22657,0,166609,,,,143952
20-04-2021,Sikkim,171123,13050,66,146868,24255,0,171123,,,,146868
21-04-2021,Sikkim,172465,8350,41,147787,24678,0,172465,,,,147787
22-04-2021,Sikkim,177162,13650,74,149886,27276,0,177162,,,,149886
23-04-2021,Sikkim,182621,12450,68,152278,30343,0,182621,,,,152278
24-04-2021,Sikkim,185449,10400,53,153579,31870,0,185449,,,,153579
25-04-2021,Sikkim,185895,4200,21,153939,31956,0,185895,,,,153939
26-04-2021,Sikkim,189953,12000,63,155696,34257,0,189953,,,,155696
27-04-2021,Sikkim,193834,11380,62,157168,36666,0,193834,,,,157168
28-04-2021,Sikkim,196919,10400,56,158440,38479,0,196919,,,,158440
29-04-2021,Sikkim,200586,11500,57,159827,40759,0,200586,,,,159827
30-04-2021,Sikkim,203966,10900,55,161083,42883,0,203966,,,,161083
01-05-2021,Sikkim,204960,4900,28,161364,43596,0,204960,,,,161364
02-05-2021,Sikkim,204990,2900,15,161376,43614,0,204990,,,,161376
03-05-2021,Sikkim,207754,8500,52,162016,45738,0,207754,,,,162016
04-05-2021,Sikkim,210281,8500,56,162666,47615,0,210281,,,,162666
05-05-2021,Sikkim,212688,10700,63,163194,49494,0,212688,,,,163194
06-05-2021,Sikkim,215456,12050,72,164073,51383,0,215456,,,,164073
07-05-2021,Sikkim,218368,11100,68,164598,53770,0,218368,,,,164598
08-05-2021,Sikkim,219141,6100,37,164772,54369,0,219141,,,,164772
09-05-2021,Sikkim,219312,900,6,164805,54507,0,219312,,,,164805
10-05-2021,Sikkim,221248,10000,57,165201,56047,0,221248,,,,165201
11-05-2021,Sikkim,222448,9100,55,165440,57008,0,222448,,,,165440
12-05-2021,Sikkim,223154,9500,52,165669,57485,0,223154,,,,165669
13-05-2021,Sikkim,224984,11100,60,165948,59036,0,224984,,,,165948
14-05-2021,Sikkim,225702,9100,54,166119,59583,0,225702,,,,166119
15-05-2021,Sikkim,225794,8200,48,166200,59594,0,225794,,,,166200
16-05-2021,Sikkim,226156,1870,11,166562,59594,0,226156,,,,166562
17-05-2021,Sikkim,226891,9759,56,167276,59615,0,226891,,,,167276
18-05-2021,Sikkim,227622,6004,39,168003,59619,0,227622,,,,168003
19-05-2021,Sikkim,229107,6391,32,169488,59619,0,229107,,,,169488
20-05-2021,Sikkim,230980,8359,49,171357,59623,0,230980,,,,171357
21-05-2021,Sikkim,232718,12158,64,173083,59635,0,232718,,,,173083
22-05-2021,Sikkim,234303,5947,32,174666,59637,0,234303,,,,174666
23-05-2021,Sikkim,234303,1900,10,174666,59637,0,234303,,,,174666
24-05-2021,Sikkim,235593,8943,46,175956,59637,0,235593,,,,175956
25-05-2021,Sikkim,236874,10354,55,177233,59641,0,236874,,,,177233
26-05-2021,Sikkim,237959,7243,39,178318,59641,0,237959,,,,178318
27-05-2021,Sikkim,238715,7597,37,179072,59643,0,238715,,,,179072
28-05-2021,Sikkim,238828,8140,38,179180,59648,0,238828,,,,179180
29-05-2021,Sikkim,238891,3364,14,179238,59653,0,238891,,,,179238
30-05-2021,Sikkim,238891,0,0,179238,59653,0,238891,,,,179238
31-05-2021,Sikkim,238983,2260,14,179322,59661,0,238983,,,,179322
01-06-2021,Sikkim,239043,1913,11,179370,59673,0,239043,,,,179370
02-06-2021,Sikkim,239174,2495,16,179483,59691,0,239174,,,,179483
03-06-2021,Sikkim,239355,2340,15,179658,59697,0,239355,,,,179658
04-06-2021,Sikkim,239548,2355,18,179835,59713,0,239548,,,,179835
05-06-2021,Sikkim,239628,1940,11,179914,59714,0,239628,,,,179914
06-06-2021,Sikkim,239779,200,1,180065,59714,0,239779,,,,180065
07-06-2021,Sikkim,240036,2505,17,180310,59726,0,240036,,,,180310
08-06-2021,Sikkim,240711,2616,16,180973,59738,0,240711,,,,180973
09-06-2021,Sikkim,244354,8770,28,184590,59764,0,244354,,,,184590
10-06-2021,Sikkim,252346,15915,57,192568,59778,0,252346,,,,192568
11-06-2021,Sikkim,264968,19522,72,205177,59791,0,264968,,,,205177
12-06-2021,Sikkim,273389,15396,46,213590,59799,0,273389,,,,213590
13-06-2021,Sikkim,273567,350,1,213768,59799,0,273567,,,,213768
14-06-2021,Sikkim,286462,21416,70,226626,59836,0,286462,,,,226626
15-06-2021,Sikkim,302373,23580,71,242535,59838,0,302373,,,,242535
16-06-2021,Sikkim,317335,25154,75,257485,59850,0,317335,,,,257485
17-06-2021,Sikkim,331827,24846,79,271946,59881,0,331827,,,,271946
18-06-2021,Sikkim,347391,28403,89,287492,59899,0,347391,,,,287492
19-06-2021,Sikkim,358633,21991,52,298722,59911,0,358633,,,,298722
20-06-2021,Sikkim,359435,1800,5,299524,59911,0,359435,,,,299524
21-06-2021,Sikkim,371403,27234,70,311460,59943,0,371403,,,,311460
22-06-2021,Sikkim,385331,25489,68,325348,59983,0,385331,,,,325348
23-06-2021,Sikkim,397182,21544,60,337151,60031,0,397182,,,,337151
24-06-2021,Sikkim,409995,21919,57,349190,60805,0,409995,,,,349190
25-06-2021,Sikkim,423563,24674,65,362037,61526,0,423563,,,,
26-06-2021,Sikkim,433131,16726,37,371534,61597,0,433131,,,,
27-06-2021,Sikkim,433136,707,5,371539,61597,0,433136,,,,
28-06-2021,Sikkim,448770,29538,64,384196,64574,0,448770,,,,
29-06-2021,Sikkim,462454,30074,63,394505,67949,0,462454,,,,
30-06-2021,Sikkim,473810,24535,62,401506,72304,0,473810,,,,
01-07-2021,Sikkim,483470,22663,47,407286,76184,0,483470,,,,
02-07-2021,Sikkim,493534,23059,50,411724,81810,0,493534,,,,
03-07-2021,Sikkim,501578,18392,42,416397,85181,0,501578,,,,
04-07-2021,Sikkim,501580,660,4,416397,85183,0,501580,,,,
05-07-2021,Sikkim,515248,25446,63,423054,92194,0,515248,,,,
06-07-2021,Sikkim,527470,24954,52,428512,98958,0,527470,,,,
07-07-2021,Sikkim,537467,20480,50,432987,104480,0,537467,,,,
08-07-2021,Sikkim,546775,20059,48,436734,110041,0,546775,,,,
09-07-2021,Sikkim,556100,22891,49,440417,115683,0,556100,,,,
10-07-2021,Sikkim,560587,10981,28,442125,118462,0,560587,,,,
11-07-2021,Sikkim,560587,300,2,442125,118462,0,560587,,,,
12-07-2021,Sikkim,570245,22871,47,445999,124246,0,570245,,,,
13-07-2021,Sikkim,572209,3280,8,447174,125035,0,572209,,,,
14-07-2021,Sikkim,576624,3451,9,451037,125587,0,576624,,,,
15-07-2021,Sikkim,586083,27310,59,455475,130608,0,586083,,,,
16-07-2021,Sikkim,595976,30465,67,461643,134333,0,595976,,,,
17-07-2021,Sikkim,600482,13422,31,464383,136099,0,600482,,,,
18-07-2021,Sikkim,600616,400,1,464508,136108,0,600616,,,,
19-07-2021,Sikkim,602701,3164,10,465924,136777,0,602701,,,,
20-07-2021,Sikkim,610184,22450,45,471162,139022,0,610184,,,,
21-07-2021,Sikkim,615158,18028,45,474356,140802,0,615158,,,,
22-07-2021,Sikkim,619709,18783,54,477661,142048,0,619709,,,,
23-07-2021,Sikkim,624999,22484,58,481112,143887,0,624999,,,,
24-07-2021,Sikkim,626545,5369,15,482041,144504,0,626545,,,,
25-07-2021,Sikkim,626545,501,2,482041,144504,0,626545,,,,
26-07-2021,Sikkim,630016,11137,32,484753,145263,0,630016,,,,
27-07-2021,Sikkim,632688,11562,30,486553,146135,0,632688,,,,
28-07-2021,Sikkim,633927,0,0,487514,146413,0,633927,,,,
29-07-2021,Sikkim,635789,10564,28,488841,146948,0,635789,,,,
30-07-2021,Sikkim,637950,14303,38,490105,147845,0,637950,,,,
31-07-2021,Sikkim,638736,3366,10,490631,148105,0,638736,,,,
01-08-2021,Sikkim,639327,598,1,491205,148122,0,639327,,,,
02-08-2021,Sikkim,642176,13569,36,493353,148823,0,642176,,,,
03-08-2021,Sikkim,643576,9171,24,494089,149487,0,643576,,,,
04-08-2021,Sikkim,644762,9055,27,494904,149858,0,644762,,,,
05-08-2021,Sikkim,646220,11461,33,495935,150285,0,646220,,,,
06-08-2021,Sikkim,647540,11893,30,496921,150619,0,647540,,,,
07-08-2021,Sikkim,647897,2143,9,497154,150743,0,647897,,,,
08-08-2021,Sikkim,647897,410,1,497154,150743,0,647897,,,,
09-08-2021,Sikkim,649389,9478,25,497851,151538,0,649389,,,,
10-08-2021,Sikkim,,,,,,,,,,,
11-08-2021,Sikkim,,,,,,,,,,,
12-08-2021,Sikkim,,,,,,,,,,,
13-08-2021,Sikkim,,,,,,,,,,,
14-08-2021,Sikkim,,,,,,,,,,,
15-08-2021,Sikkim,,,,,,,,,,,
16-01-2021,Tamil Nadu,1167,191,149,1167,0,6,1161,,,,1167
17-01-2021,Tamil Nadu,1745,257,176,1745,0,29,1716,,,,1745
18-01-2021,Tamil Nadu,2861,347,201,2861,0,42,2819,,,,2861
19-01-2021,Tamil Nadu,6154,483,239,6154,0,111,6043,,,,6154
20-01-2021,Tamil Nadu,9060,695,301,9060,0,144,8916,,,,9060
21-01-2021,Tamil Nadu,15654,915,353,15654,0,227,15427,,,,15654
22-01-2021,Tamil Nadu,23659,1116,385,23659,0,355,23304,,,,23659
23-01-2021,Tamil Nadu,31127,1302,412,31127,0,510,30617,,,,31127
24-01-2021,Tamil Nadu,35144,1498,437,35144,0,591,34553,,,,35144
25-01-2021,Tamil Nadu,41396,1805,511,41396,0,740,40656,,,,41396
26-01-2021,Tamil Nadu,46310,2135,600,46310,0,896,45414,,,,46310
27-01-2021,Tamil Nadu,54195,2558,697,54195,0,1085,53110,,,,54195
28-01-2021,Tamil Nadu,61290,2911,774,61290,0,1247,60043,,,,61290
29-01-2021,Tamil Nadu,66918,3280,822,66918,0,1331,65587,,,,66918
30-01-2021,Tamil Nadu,76934,3505,831,76934,0,1495,75439,,,,76934
31-01-2021,Tamil Nadu,77809,3812,876,77809,0,1505,76304,,,,77809
01-02-2021,Tamil Nadu,85002,4235,977,85002,0,1606,83396,,,,85002
02-02-2021,Tamil Nadu,91094,4813,1118,91094,0,1698,89396,,,,91094
03-02-2021,Tamil Nadu,98750,5656,1299,98750,0,1849,96901,,,,98750
04-02-2021,Tamil Nadu,107904,6503,1376,107904,0,1966,105938,,,,107904
05-02-2021,Tamil Nadu,116857,7213,1424,116857,0,2076,114781,,,,116857
06-02-2021,Tamil Nadu,126381,7579,1442,126381,0,2311,124070,,,,126381
07-02-2021,Tamil Nadu,127289,8007,1478,127289,0,2311,124978,,,,127289
08-02-2021,Tamil Nadu,139024,8838,1536,139024,0,2815,136209,,,,139024
09-02-2021,Tamil Nadu,150915,9608,1558,150915,0,2913,148002,,,,150915
10-02-2021,Tamil Nadu,162412,10408,1582,162412,0,3016,159396,,,,162412
11-02-2021,Tamil Nadu,173368,11199,1610,173368,0,3098,170270,,,,173368
12-02-2021,Tamil Nadu,184565,12035,1620,184565,0,3178,181387,,,,184565
13-02-2021,Tamil Nadu,195870,12436,1632,195203,667,3379,191824,,,,195203
14-02-2021,Tamil Nadu,196467,12924,1638,195796,671,3379,192417,,,,195796
15-02-2021,Tamil Nadu,205097,13699,1660,203921,1176,3566,200355,,,,203921
16-02-2021,Tamil Nadu,215964,14633,1680,213823,2141,3673,210150,,,,213823
17-02-2021,Tamil Nadu,227737,15444,1705,224158,3579,3812,220346,,,,224158
18-02-2021,Tamil Nadu,234412,16283,1718,228388,6024,3805,224583,,,,228388
19-02-2021,Tamil Nadu,256388,17079,1759,246203,10185,4198,242005,,,,246203
20-02-2021,Tamil Nadu,269873,17628,1825,255918,13955,4417,251501,,,,255918
21-02-2021,Tamil Nadu,270487,18094,1825,256365,14122,4421,251944,,,,256365
22-02-2021,Tamil Nadu,280847,18914,1841,262213,18634,4579,257634,,,,262213
23-02-2021,Tamil Nadu,291582,19920,1848,268486,23096,4696,263790,,,,268486
24-02-2021,Tamil Nadu,300604,20826,1860,273618,26986,4813,268805,,,,273618
25-02-2021,Tamil Nadu,308895,21807,1874,278432,30463,4975,273457,,,,278432
26-02-2021,Tamil Nadu,319966,22357,1884,284640,35326,5222,279418,,,,284640
27-02-2021,Tamil Nadu,319966,22357,1884,284640,35326,5222,279418,,,,284640
28-02-2021,Tamil Nadu,319966,22783,1933,284640,35326,5222,279418,,,,284640
01-03-2021,Tamil Nadu,319966,26394,2544,284640,35326,5222,279418,,,,284640
02-03-2021,Tamil Nadu,357600,33022,2635,315543,42057,5886,309657,,,,315543
03-03-2021,Tamil Nadu,400506,46886,2788,353429,47077,6745,346684,,,,353429
04-03-2021,Tamil Nadu,455609,53106,2864,404222,51387,7946,396276,,,,404222
05-03-2021,Tamil Nadu,532154,57741,2946,474441,57713,9590,464851,,,,474441
06-03-2021,Tamil Nadu,619615,64212,3033,554443,65172,11737,542706,,,,554443
07-03-2021,Tamil Nadu,646341,66142,3057,579008,67333,12594,566414,,,,579008
08-03-2021,Tamil Nadu,732192,68867,3104,658443,73749,14584,643859,,,,658443
09-03-2021,Tamil Nadu,733464,247330,1665,651487,81977,16381,717029,,,,733464
10-03-2021,Tamil Nadu,820208,253320,1732,729539,90669,18645,801509,,,,820208
11-03-2021,Tamil Nadu,905294,377100,2941,805176,100118,21190,884041,,,,905294
12-03-2021,Tamil Nadu,996547,409140,3251,887006,109541,23812,972671,,,,996547
13-03-2021,Tamil Nadu,1086617,411600,3286,967045,119572,27158,1059395,,,,1086617
14-03-2021,Tamil Nadu,1108284,255500,1826,987144,121140,28210,1080010,,,,1108284
15-03-2021,Tamil Nadu,1205503,418460,3345,1075960,129543,32244,1173195,,,,1205503
16-03-2021,Tamil Nadu,1423843,423030,3437,1282816,141027,40810,1383033,,,,1282816
17-03-2021,Tamil Nadu,1581558,444380,3573,1429800,151758,53377,1528181,,,,1429800
18-03-2021,Tamil Nadu,1695339,461790,3653,1533516,161823,68471,1626868,,,,1533516
19-03-2021,Tamil Nadu,1814949,500350,3899,1642080,172869,89414,1725535,,,,1642080
20-03-2021,Tamil Nadu,1941168,543740,4310,1757406,183762,119795,1821373,,,,1757406
21-03-2021,Tamil Nadu,1988556,408710,3120,1801246,187310,138934,1849622,,,,1801246
22-03-2021,Tamil Nadu,2085366,579005,4594,1889774,195592,168271,1917095,,,,1889774
23-03-2021,Tamil Nadu,2217917,583120,4630,2011826,206091,217158,2000759,,,,2011826
24-03-2021,Tamil Nadu,2317475,590990,4676,2105533,211942,258964,2058511,,,,2105533
25-03-2021,Tamil Nadu,2422220,602240,4783,2204055,218165,295526,2126694,,,,2204055
26-03-2021,Tamil Nadu,2527792,617041,4885,2302650,225142,322886,2204906,,,,2302650
27-03-2021,Tamil Nadu,2632190,605970,4792,2401267,230923,345673,2286517,,,,2401267
28-03-2021,Tamil Nadu,2653179,543590,3811,2421436,231743,350269,2302910,,,,2421436
29-03-2021,Tamil Nadu,2748044,669210,4938,2509568,238476,366211,2381833,,,,2509568
30-03-2021,Tamil Nadu,2829551,648260,4922,2583284,246267,378779,2450772,,,,2583284
31-03-2021,Tamil Nadu,2905435,657690,4946,2650411,255024,390439,2514996,,,,2650411
01-04-2021,Tamil Nadu,2965312,596320,4468,2703180,262132,398362,2566950,,,,2703180
02-04-2021,Tamil Nadu,3046904,597370,4523,2774534,272370,410098,2636806,,,,2774534
03-04-2021,Tamil Nadu,3101889,588890,4462,2821427,280462,417195,2684694,,,,2821427
04-04-2021,Tamil Nadu,3141884,550710,4079,2855222,286662,423427,2718457,,,,2855222
05-04-2021,Tamil Nadu,3187087,625230,4692,2892174,294913,429313,2757774,,,,2892174
06-04-2021,Tamil Nadu,3219359,606290,4595,2918808,300551,434314,2785045,,,,2918808
07-04-2021,Tamil Nadu,3280537,636020,4829,2967647,312890,443519,2837018,,,,2967647
08-04-2021,Tamil Nadu,3400924,639010,4932,3061151,339773,459339,2941585,,,,3061151
09-04-2021,Tamil Nadu,3532446,661150,5057,3166812,365634,475882,3056564,,,,3166812
10-04-2021,Tamil Nadu,3665295,628960,4861,3274164,391131,492256,3173039,,,,3274164
11-04-2021,Tamil Nadu,3714682,617770,4769,3316055,398627,500185,3214497,,,,3316055
12-04-2021,Tamil Nadu,3880228,654291,5133,3449290,430938,517200,3363028,,,,3449290
13-04-2021,Tamil Nadu,4019326,660880,5169,3565954,453372,532413,3486913,,,,3565954
14-04-2021,Tamil Nadu,4110125,648770,5096,3641043,469082,542671,3567454,,,,3641043
15-04-2021,Tamil Nadu,4315785,673000,5229,3801731,514054,563954,3751831,,,,3801731
16-04-2021,Tamil Nadu,4528836,664911,5249,3966587,562249,590463,3938373,,,,3966587
17-04-2021,Tamil Nadu,4669044,621790,4900,4063643,605401,613357,4055687,,,,4063643
18-04-2021,Tamil Nadu,4710862,637202,5010,4090953,619909,624338,4086524,,,,4090953
19-04-2021,Tamil Nadu,4813376,668830,5279,4147072,666304,654271,4159105,,,,4147072
20-04-2021,Tamil Nadu,4892064,674276,5337,4187565,704499,682404,4209660,,,,4187565
21-04-2021,Tamil Nadu,4965564,668784,5300,4223251,742313,708301,4257263,,,,4223251
22-04-2021,Tamil Nadu,5075681,679124,5384,4268889,806792,728203,4347478,,,,4268889
23-04-2021,Tamil Nadu,5205556,675120,5380,4323326,882230,745060,4460496,,,,4323326
24-04-2021,Tamil Nadu,5327915,617336,4927,4376661,951254,757930,4569985,,,,4376661
25-04-2021,Tamil Nadu,5351073,604336,4852,4388384,962689,761022,4590051,,,,4388384
26-04-2021,Tamil Nadu,5483332,645676,5199,4440291,1043041,783406,4699926,,,,4440291
27-04-2021,Tamil Nadu,5624732,640116,5195,4495630,1129102,814748,4809984,,,,4495630
28-04-2021,Tamil Nadu,5740648,576238,4597,4544279,1196369,839740,4900908,,,,4544279
29-04-2021,Tamil Nadu,5845197,589646,4739,4589747,1255450,868619,4976578,,,,4589747
30-04-2021,Tamil Nadu,5947056,555067,4531,4635084,1311972,896561,5050495,,,,4635084
01-05-2021,Tamil Nadu,6030884,461886,3764,4671707,1359177,910724,5120160,,,,4671707
02-05-2021,Tamil Nadu,6046415,402658,3365,4679335,1367080,913563,5132852,,,,4679335
03-05-2021,Tamil Nadu,6135244,452408,3730,4716835,1418409,923475,5211769,,,,4716835
04-05-2021,Tamil Nadu,6210666,418198,3459,4750360,1460306,932547,5278119,,,,4750360
05-05-2021,Tamil Nadu,6279062,418270,3504,4781479,1497583,941481,5337581,,,,4781479
06-05-2021,Tamil Nadu,6379188,436770,3669,4823176,1556012,963716,5415472,,,,4823176
07-05-2021,Tamil Nadu,6478830,426050,3512,4866561,1612269,985661,5493169,,,,4866561
08-05-2021,Tamil Nadu,6546261,422980,3530,4895451,1650810,1000822,5545439,,,,4895451
09-05-2021,Tamil Nadu,6569914,322700,2734,4906062,1663852,1005549,5564365,,,,4906062
10-05-2021,Tamil Nadu,6676837,395270,3336,4951333,1725504,1016620,5660217,,,,4951333
11-05-2021,Tamil Nadu,6762623,382670,3281,4991388,1771235,1026445,5736178,,,,4991388
12-05-2021,Tamil Nadu,6851406,355450,3136,5037596,1813810,1035957,5815449,,,,5037596
13-05-2021,Tamil Nadu,6951309,344020,3030,5092140,1859169,1045897,5905412,,,,5092140
14-05-2021,Tamil Nadu,7009930,309750,2770,5126070,1883860,1052108,5957822,,,,5126070
15-05-2021,Tamil Nadu,7074066,319540,2789,5162834,1911232,1065723,6008343,,,,5162834
16-05-2021,Tamil Nadu,7088176,239270,1949,5172965,1915211,1069858,6018318,,,,5172965
17-05-2021,Tamil Nadu,7145700,390414,2565,5216811,1928889,1087164,6058536,,,,5216811
